particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,-2212,0,-677.424438,-773.9422,-2655.65625,11.0820389,-0.748354435,-1.32218575,-3.77024341,0.938269973,-1
4503599677702144,-2112,0,16.0985241,-26.0533371,-3001,11.322669,0.42264539,-0.684675038,-76.4985428,0.93957001,0
4503599694479360,-211,0,1.71914363,4.45274734,-3001,11.321414,0.0993882939,0.257969499,-170.020065,0.139569998,-1
4503600013246464,-211,0,125.260361,16.8815403,-3001,11.3317862,0.372362018,0.087922655,-8.79292774,0.139569998,-1
4503600030023680,211,0,-173.794174,-135.885742,-3001,11.3571177,-0.255429447,-0.112125523,-3.57455969,0.139569998,1
4503600046800896,-211,0,277.783905,-590.273193,3001,12.1462727,0.398187786,-0.382847697,2.55317211,0.139569998,-1
4503600063578112,211,0,-41.2361374,180.785431,-3001,11.3411407,-0.390266657,1.96289468,-31.4677715,0.139569998,1
4503600080355328,-211,0,-245.010025,-156.878952,-3001,11.382164,-0.188789919,-0.222429425,-2.91244578,0.139569998,-1
4503600097132544,-211,0,952.800537,387.377808,2133.271,10.0417166,0.144442976,0.387821078,0.800145268,0.139569998,-1
4503600130686976,-321,0,-149.921097,1017.55298,2220.93774,10.4056149,-0.401699603,0.59228605,1.56767404,0.49368,-1
4503600147464192,211,0,280.48465,989.554871,165.634613,5.32055044,0.458731771,0.492150664,0.163764983,0.139569998,1
4503600181018624,-321,0,-1023.32385,103.435051,-845.156067,5.90381432,-3.00243926,-0.0021618735,-2.21127272,0.49368,-1
4503600197795840,211,0,-847.561096,582.692566,-943.401184,6.11425447,-0.749083996,0.884243846,-0.959586799,0.139569998,1
4503600214573056,-211,0,-935.631531,-427.18161,-605.142883,5.52373505,-0.723677158,-0.661648035,-0.485943347,0.139569998,-1
4503600231350272,2212,0,-1009.78864,195.492493,-803.250671,5.84983778,-4.12617016,1.11118567,-2.98148298,0.938269973,1
4503600248127488,-321,0,163.721237,54.2694931,3001,11.9107389,1.86092067,0.670127332,35.4110451,0.49368,-1
4503600264904704,211,0,247.015411,3.50440717,3001,11.926692,2.76327896,-0.0353244767,34.5454216,0.139569998,1
4503600281681920,-211,0,180.936493,90.8635025,3001,11.9159975,1.34203303,0.746159673,23.364296,0.139569998,-1
4503600298459136,-211,0,62.9951553,-17.7185841,3001,11.896327,0.359398156,-0.0790765435,17.35112,0.139569998,-1
4503600315236352,-211,0,-1.19769645,9.82872772,3001,11.8937302,-0.104183905,0.832644403,262.636047,0.139569998,-1
4503600332013568,211,0,0.614020646,-2.82911754,3001,11.8936806,0.22183536,-1.027282,1105.64868,0.139569998,1
4503600415899648,211,0,-611.855713,826.754517,1142.56213,7.02689219,-0.214270562,0.806183398,0.972295821,0.139569998,1
4503600449454080,211,0,-283.294708,-988.754028,-1440.93079,7.97881842,-0.339952022,-0.0771682933,-0.372625709,0.139569998,1
4503600466231296,-211,0,-1.16315067,0.846333027,-3001,11.3215599,-0.00983972754,0.00636490481,-24.2252636,0.139569998,-1
4503600483008512,321,0,-8.34444141,10.7166891,-3001,11.3216772,-0.232041508,0.303816319,-82.263588,0.49368,1
4503600499785728,-321,0,-8.30772114,-7.33698845,-3001,11.3214808,-0.866406739,-0.774337292,-305.085815,0.49368,-1
4503600516562944,2212,0,-10.970665,-7.16615629,-3001,11.321559,-0.982091904,-0.640694201,-260.579834,0.938269973,1
4503600533340160,211,0,2.01642823,-2.78615975,-3001,11.3214827,0.0233140104,-0.0343212709,-34.8043823,0.139569998,1
4503600550117376,211,0,12.1000099,3.36892414,3001,11.8937693,0.437905192,0.11655359,111.389046,0.139569998,1
4503600566894592,-211,0,-22.4919376,-51.0740738,3001,11.8954449,-0.236921251,-0.580156803,34.6379967,0.139569998,-1
4503600583671808,211,0,-49.7318459,-69.1394348,3001,11.8984442,-0.196616694,-0.229857698,10.9389572,0.139569998,1
4503600600449024,211,0,-112.930588,-1022.31952,527.791809,5.72441959,-0.391454965,-0.683153152,0.459071696,0.139569998,1
4503600617226240,-211,0,380.738831,-955.4729,277.167908,5.26179552,0.937274396,-1.52451837,0.631569088,0.139569998,-1
4503600650780672,-211,0,135.828369,109.859306,-30.3062992,2.23300147,0.333276451,0.335856378,0.148339167,0.139569998,-1
4503600667557888,2212,0,107.905708,-1022.86206,-264.525848,6.15312195,-0.19492729,-1.10342443,-0.196432203,0.938269973,1
4503600684335104,211,0,17.8885899,1028.38245,-2661.72705,11.4014673,0.308522791,0.122004822,-0.656853795,0.139569998,1
4503600701112320,-211,0,-325.97699,325.863007,-3001,11.4430027,-1.46218109,1.26667893,-12.2153311,0.139569998,-1
4503600717889536,211,0,131.382996,-118.930168,-3001,11.3435631,0.180300906,-0.235601291,-4.85537863,0.139569998,1
4503600734666752,211,0,-44.3559761,1027.58118,-37.7645607,5.18595505,0.277596831,0.721747935,0.0309719313,0.139569998,1
4503600751443968,321,0,-56.5224762,295.014008,3001,12.2299986,0.0444674231,0.199444726,2.06248879,0.49368,1
4503600768221184,211,0,-181.359268,141.769531,3001,11.9265022,-0.253722548,0.284638405,5.0318284,0.139569998,1
4503600784998400,-211,0,-63.6060448,29.9368038,-3001,11.3243418,-0.627106667,0.271751702,-28.2685432,0.139569998,-1
