particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
90071992748736512,864691265894088960,362.124878,37.028389,-2948.5,8.2294817,1.17303097,0.230539858,-9.65088367,9.72564602,0.00010757667,0.00106937822,0.000164937053,-0.000125285253,11
193654785436549120,864691265894088960,341.424316,14.9758291,-2948.5,9.84933186,0.958856463,-0.0574836172,-8.40653229,8.46238613,-0.00012527511,-2.35683765e-05,0.000569625583,-0.000579900283,13
333266375260766208,864691265894088960,240.737473,8.04758167,-2948.5,13.7216072,0.254744798,0.083806999,-3.30477643,3.31857586,0.000343940948,5.29533354e-05,0.000146250488,-0.000117883646,14
342273571931815936,864691265894088960,293.480103,-3.04482746,-2948.5,10.5825739,0.781005323,0.0773091987,-7.70394039,7.74507093,0.000938984507,-0.000734396745,0.000231231083,-0.00014255353,13
405323966597562368,864691265894088960,262.206726,35.3976898,-2948.5,9.11085129,0.411304772,-0.0231698155,-4.58759642,4.60816956,0.000588557567,0.000666997279,0.000175161826,-0.000125113933,11
94575595211456512,864691265894089216,264.978607,46.6715927,-2945.5,12.3918867,0.330597281,-0.0232123807,-3.56170154,3.57980871,0.00044275017,-0.000787408091,0.000183433789,-0.000136395902,11
288388715254906880,864691265894089216,265.495331,54.2385483,-2945.5,7.22865343,0.0669645891,0.10799282,-1.27801585,1.29187882,-0.000665139989,-0.000133158246,4.07710504e-05,-8.57663908e-05,12
297237578543792128,864691265894089216,294.336609,62.5659409,-2945.5,6.44020033,0.200330496,0.134078234,-2.23913789,2.25639701,-1.72233249e-05,-0.000868525938,0.000243206028,-0.000294322788,11
310748375261642752,864691265894089216,238.124573,45.7771568,-2945.5,16.1033401,0.161528334,0.106355056,-2.26129818,2.2738409,7.89918049e-05,3.24356711e-06,0.0001448361,-0.000138272298,11
333364234966532096,864691265894089216,241.340744,58.3993301,-2945.5,13.7266083,0.21708788,0.138803378,-2.96003628,2.97450638,0.000676285359,0.00076960976,0.000338023005,-0.000250923011,12
405323966597562368,864691265894089216,261.937744,35.4127884,-2945.5,9.10079956,0.411220312,-0.0229876023,-4.58774281,4.60830688,9.35370626e-05,-2.09434347e-05,0.000146502163,-0.000137395924,10
202661983718211584,864691265894089472,253.51738,70.33078,-2948.5,6.69653463,0.0620873347,0.100364618,-1.21458709,1.22826278,-0.00200117123,0.000224262578,6.08378014e-06,-8.72003511e-05,12
270215977776447488,864691265894089472,358.824127,115.134995,-2948.5,7.09121895,0.191720858,-0.0570115186,-1.4776057,1.49759996,-1.051665e-05,4.11207147e-05,0.000133504916,-0.000134633738,13
333364234966532096,864691265894089472,241.561432,58.5408707,-2948.5,13.7366648,0.217679292,0.1397053,-2.9596982,2.97425556,1.70504863e-05,-0.000195184432,0.000118856995,-0.000126189334,13
90071993839255552,864691265894089728,280.136139,134.570831,-2945.5,8.81452179,0.276249766,0.0288696326,-2.59483051,2.77320075,3.84744089e-05,-0.000552725047,0.000156555645,-0.000148351683,10
198158384459939840,864691265894089728,322.437225,158.532303,-2945.5,3.55098939,0.0863899216,-0.0779643506,-0.729637146,0.751925409,-0.000149836167,3.85611711e-05,9.47273656e-05,-0.000113119306,13
