geometry_id,hit_id,channel0,channel1,timestamp,value,cluster_id,is_seed
864691265894088960,39262,485,91,0,0.00310297823,0,1
864691265894088960,39262,486,91,0,0.0227663312,0,1
864691265894088960,39263,495,115,0,0.0227292906,1,1
864691265894088960,39264,377,14,0,0.0315138958,0,1
864691265894088960,39265,313,79,0,0.0253425241,0,1
864691265894088960,39266,182,125,0,0.0204253271,2,1
864691265894088960,39267,486,119,0,0.0216373894,-1,0
864691265894089216,39268,91,34,0,0.0302882921,3,1
864691265894089216,39269,310,64,0,0.0269171484,63,0
864691265894089216,39270,319,128,0,0.00255084923,-1,0
864691265894089216,39270,319,127,0,0.0179182068,-1,0
864691265894089216,39271,68,41,0,0.0300377011,4,1
864691265894089216,39272,152,16,0,0.00113972428,0,1
864691265894089216,39272,151,16,0,0.0315020122,0,1
864691265894089216,39273,506,54,0,0.0294523984,0,1
864691265894089216,39274,538,126,0,0.0204298422,5,1
864691265894089472,39275,326,124,0,0.00437706476,6,0
864691265894089472,39275,327,124,0,0.0161475074,6,1
864691265894089728,39276,111,120,0,0.0214088503,7,1
864691265894089728,39277,410,69,0,0.026017407,0,1
864691265894089984,39278,478,120,0,0.0214154329,-1,0
864691265894089984,39279,445,39,0,0.035291519,0,1
864691265894089984,39280,361,26,0,0.031371884,0,1
864691265894089984,39281,383,44,0,0.02924628,0,1
864691265894089984,39282,453,43,0,0.0298127886,0,1
864691265894089984,39283,373,127,0,0.0214656852,52,0
864691265894089984,39284,111,70,0,0.0270317122,-1,0
864691265894089984,39285,92,70,0,0.0283909757,30,0
864691265894090240,39286,277,82,0,0.0294295643,8,1
864691265894090240,39286,276,82,0,0.00812758412,8,1
864691265894090240,39287,130,50,0,0.0462829322,9,1
864691265894090240,39288,415,106,0,0.0229970645,-1,0
864691265894090240,39289,151,39,0,0.0316387117,10,1
864691265894090240,39290,306,55,0,0.0285716616,0,1
864691265894090240,39291,548,70,0,0.0284273401,0,1
864691265894090240,39292,121,104,0,0.0230473932,206,0
864691265894090496,39293,249,120,0,0.0226666313,228,0
864691265894090496,39294,207,50,0,0.0283845533,0,1
864691265894090496,39295,113,122,0,0.022215033,7,1
864691265894090496,39296,258,125,0,0.0215921141,11,1
864691265894090496,39297,336,103,0,0.0230224729,-1,0
864691265894090496,39298,333,5,0,0.0329342,0,1
864691265894090496,39299,514,104,0,0.0230543464,12,1
864691265894090752,39300,473,122,0,0.0222177114,268,0
864691265894090752,39301,364,77,0,0.0262454096,0,1
864691265894090752,39302,491,6,0,0.0329669043,0,1
864691265894090752,39303,283,94,0,0.0294034015,359,0
864691265894090752,39303,284,94,0,0.00351785053,-1,0
864691265894090752,39304,119,46,0,0.0323364437,13,1
864691265894090752,39305,55,89,0,0.0247710217,238,0
864691265894091008,39306,219,123,0,0.0214042626,14,1
864691265894091008,39307,127,11,0,0.032174442,0,1
864691265894091008,39308,208,87,0,0.0255076978,15,1
864691265894091008,39309,318,24,0,0.042971015,0,1
864691265894091008,39310,374,35,0,0.0299255177,16,1
864691265894091008,39311,292,76,0,0.0267090835,0,1
864691265894091008,39312,412,9,0,0.0326864272,0,1
