geometry_id,hit_id,channel0,channel1,timestamp,value
864691265894088960,29527,246,88,0,0.0241296645
864691265894088960,29528,510,49,0,0.0297431033
864691265894088960,29529,94,63,0,0.0271474179
864691265894088960,29530,553,64,0,0.0285638124
864691265894088960,29531,508,41,0,0.0325188749
864691265894089216,29532,284,40,0,0.0298736412
864691265894089216,29533,154,37,0,0.0343410484
864691265894089216,29534,244,82,0,0.0252623297
864691265894089216,29535,227,119,0,0.0222739968
864691265894089216,29536,441,72,0,0.0262410007
864691265894089216,29537,97,15,0,0.0320313759
864691265894089472,29538,501,20,0,0.0311791729
864691265894089472,29539,596,120,0,0.000726198312
864691265894089472,29539,597,120,0,0.0215290524
864691265894089472,29540,209,95,0,0.0259128399
864691265894089472,29541,78,43,0,0.035925176
864691265894089472,29541,79,43,0,0.00209784159
864691265894089728,29542,71,124,0,0.0217071082
864691265894089728,29543,177,80,0,0.0139947161
864691265894089728,29543,178,80,0,0.0222246815
864691265894089728,29544,143,83,0,0.0270531271
864691265894089984,29545,429,123,0,0.0216699485
864691265894090240,29546,93,91,0,0.0248020943
864691265894090240,29547,126,38,0,0.030292457
864691265894090240,29548,337,81,0,0.0227131974
864691265894090240,29548,337,80,0,0.00355829741
864691265894090496,29549,509,91,0,0.0247615818
864691265894090496,29550,179,67,0,0.0269546025
864691265894090496,29551,441,112,0,0.0229030624
864691265894090752,29552,55,90,0,0.0265916195
864691265894090752,29553,503,53,0,0.0305136722
864691265894090752,29554,128,97,0,0.00103173533
864691265894090752,29554,127,97,0,0.0232994296
864691265894091008,29555,473,89,0,0.00414645672
864691265894091008,29555,472,89,0,0.0224957168
864691265894091008,29556,158,76,0,0.0276589449
864691265894091008,29557,318,76,0,0.0266605876
864691265894091008,29558,146,113,0,0.0226766635
864691265894091008,29559,531,97,0,0.024306247
864691265894091264,29560,98,19,0,0.0349363275
864691265894091264,29561,537,45,0,0.0297168754
864691265894091264,29562,339,68,0,0.0262877811
864691265894091264,29563,313,63,0,0.0275628343
864691265894091264,29564,523,114,0,0.0226545148
864691265894091264,29565,432,125,0,0.0206432678
864691265894091520,29566,380,112,0,0.0226930361
864691265894091520,29567,264,94,0,0.024179874
864691265894091520,29568,240,76,0,0.0150166163
864691265894091520,29568,239,76,0,0.0114764124
864691265894091520,29569,110,65,0,0.0282795746
864691265894091776,29570,313,109,0,0.0240239259
864691265894091776,29571,411,66,0,0.0280585364
864691265894092032,29572,110,93,0,0.0245145857
864691265894092032,29573,277,13,0,0.0328070857
864691265894092032,29574,442,55,0,0.0277068801
864691265894092032,29575,195,33,0,0.0297538098
864691265894092032,29576,151,118,0,0.0211298261
864691265894092032,29577,531,48,0,0.0293088555
864691265894092288,29578,409,56,0,0.0289763622
864691265894092288,29579,523,93,0,0.0245131105
864691265894092288,29580,75,71,0,0.0260078348
864691265894092288,29581,134,0,0,0.0332250111
864691265894092288,29582,518,36,0,0.0312142689
864691265894092544,29583,317,67,0,0.0240499768
864691265894092544,29583,316,67,0,0.00319944415
864691265894092544,29584,241,129,0,0.0207292195
864691265894092544,29585,160,122,0,0.0211243648
864691265894092544,29586,526,71,0,0.0260268915
864691265894092800,29587,356,87,0,0.0249251109
864691265894092800,29588,522,123,0,0.0211195089
864691265894092800,29589,216,12,0,0.034504462
864691265894092800,29590,226,113,0,0.0230087768
864691265894092800,29591,51,120,0,0.0213016309
864691265894092800,29592,354,113,0,0.0220333803
864691265894092800,29593,196,123,0,0.0207580701
864691265894092800,29594,369,46,0,0.0304531492
864691265894092800,29595,37,89,0,0.00234698574
864691265894092800,29595,36,89,0,0.0220074952
864691265894092800,29596,417,91,0,0.0243863594
864691265894093056,29597,250,105,0,0.0227898508
864691265894093056,29598,310,102,0,0.0229873154
864691265894093056,29599,349,18,0,0.031720221
864691265894093056,29600,306,43,0,0.0055460888
864691265894093056,29600,305,43,0,0.0258670188
864691265894093056,29601,145,113,0,0.0224064905
864691265894093056,29602,417,120,0,0.0213157423
864691265894093056,29603,557,123,0,0.0207573939
864691265894093056,29604,456,88,0,0.0243562087
864691265894093056,29605,59,70,0,0.0277657565
864691265894093312,29606,71,67,0,0.033285778
864691265894093312,29607,407,73,0,0.0272900518
864691265894093312,29608,301,72,0,0.0295050312
864691265894093312,29609,199,102,0,0.0236219149
864691265894093312,29610,523,114,0,0.0224653669
864691265894093312,29611,337,75,0,0.03198855
864691265894093312,29612,261,125,0,0.020051619
864691265894093312,29613,514,70,0,0.0277743004
864691265894093568,29614,531,67,0,0.004333199
864691265894093568,29614,532,67,0,0.0288363583
864691265894093568,29615,234,91,0,0.0246535521
864691265894093568,29616,306,100,0,0.0246776566
864691265894093568,29617,380,90,0,0.0250926297
864691265894093824,29618,279,127,0,0.0201898348
864691265894093824,29619,362,70,0,0.0283454582
864691265894093824,29620,70,78,0,0.0263359975
864691265894093824,29621,527,70,0,0.0263599269
864691265894093824,29622,62,116,0,0.0230259355
864691265894093824,29623,435,100,0,0.0236337781
864691265894093824,29624,71,49,0,0.0288267266
864691265894093824,29625,198,126,0,0.00367202563
864691265894093824,29625,199,126,0,0.0200721771
864691265894094080,29626,512,77,0,0.0263129491
864691265894094080,29627,350,75,0,0.00970635097
864691265894094080,29627,351,75,0,0.0338541642
864691265894094080,29628,400,81,0,0.0263823383
864691265894094080,29629,103,20,0,0.0232775621
864691265894094080,29629,103,19,0,0.00860672258
864691265894094080,29630,435,115,0,0.0230294317
864691265894094080,29631,170,124,0,0.0223566126
864691265894094080,29632,556,127,0,0.013129442
864691265894094080,29632,556,126,0,0.00312501797
864691265894094080,29632,557,126,0,0.00757967215
864691265894094336,29633,439,76,0,0.0260432418
864691265894094336,29634,195,82,0,0.0258089732
864691265894094336,29635,263,75,0,0.027414849
864691265894094336,29636,529,124,0,0.0223604999
864691265894094592,29637,475,106,0,0.0231679343
864691265894094592,29638,216,122,0,0.0235093553
864691265894094592,29639,263,117,0,0.0218703337
864691265894094592,29640,221,68,0,0.0269433111
864691265894094592,29641,241,80,0,0.0292484947
864691265894094592,29642,112,64,0,0.0266423542
864691265894094592,29643,189,9,0,0.0338035822
864691265894094592,29644,386,116,0,0.0225747917
864691265894094592,29645,381,25,0,0.0311777927
864691265894094848,29646,575,123,0,0.0234765429
864691265894094848,29647,121,103,0,0.0249344558
864691265894094848,29648,325,114,0,0.0223489869
864691265894094848,29649,64,124,0,0.016408246
864691265894094848,29649,63,124,0,0.0061195218
864691265894094848,29650,321,57,0,0.030031329
864691265894095104,29651,520,102,0,0.0250064973
864691265894095104,29652,386,95,0,0.0265311059
864691265894095104,29653,391,31,0,0.0306095239
864691265894095104,29654,487,37,0,0.0305547751
864691265894095104,29655,351,113,0,0.0220894367
864691265894095104,29656,260,102,0,0.0298746079
864691265894095104,29657,422,123,0,0.0226110369
864691265894095360,29658,36,114,0,0.0227517579
864691265894095360,29659,157,128,0,0.025545463
864691265894095360,29660,27,121,0,0.02151981
864691265894095360,29661,221,112,0,0.00361625571
864691265894095360,29661,222,112,0,0.018451402
864691265894095360,29662,160,8,0,0.03450872
864691265894095360,29663,277,81,0,0.0316194855
864691265894095360,29664,310,63,0,0.0342166871
864691265894095616,29665,413,113,0,0.0227592383
864691265894095616,29666,506,128,0,0.0255333278
864691265894095616,29667,394,8,0,0.0332946368
864691265894095616,29668,391,120,0,0.0214808993
864691265894095616,29669,400,82,0,0.0257747304
864691265894095616,29670,491,52,0,0.0278233364
864691265894095616,29671,276,76,0,0.030081965
864691265894095616,29672,43,114,0,0.0232294574
864691265894095872,29673,216,20,0,0.0345583446
864691265894095872,29674,131,77,0,0.0264181662
864691265894095872,29675,299,109,0,0.0242643785
864691265894095872,29676,420,114,0,0.0231997892
864691265894095872,29677,270,18,0,0.0316275582
864691265894096128,29678,325,109,0,0.0226689503
864691265894096128,29679,178,23,0,0.0333951451
864691265894096128,29680,244,122,0,0.0217988901
864691265894096128,29681,387,113,0,0.0234477669
864691265894096128,29682,138,3,0,0.03335559
864691265894096128,29683,277,104,0,0.0226173569
864691265894096128,29684,479,99,0,0.0237843208
864691265894096128,29685,345,93,0,0.0250924043
864691265894096384,29686,443,86,0,0.0265647061
864691265894096384,29687,496,16,0,0.035214141
864691265894096384,29688,509,37,0,0.0302898586
864691265894096384,29689,393,69,0,0.0280954391
864691265894096384,29690,177,107,0,0.0217991732
864691265894096640,29691,325,29,0,0.0311722569
864691265894096640,29692,203,91,0,0.0244885609
864691265894096640,29693,152,127,0,0.0208071172
864691265894096640,29694,375,92,0,0.0244782809
864691265894096640,29695,217,59,0,0.0058857007
864691265894096640,29695,216,59,0,0.024467146
864691265894096640,29696,566,107,0,0.0217919704
864691265894096896,29697,417,46,0,0.0295347311
864691265894096896,29698,505,127,0,0.0208056662
864691265894096896,29699,305,4,0,0.0116673084
864691265894096896,29699,306,4,0,0.025680827
864691265894096896,29700,396,14,0,0.0401558504
864691265894096896,29701,238,124,0,0.0223895237
864691265894097152,29702,88,129,0,0.020859899
864691265894097152,29703,93,52,0,0.0276224893
864691265894097152,29704,130,104,0,0.0231629945
864691265894097152,29705,362,88,0,0.0245484971
864691265894097152,29706,328,101,0,0.00679800473
864691265894097152,29706,327,101,0,0.0211900864
864691265894097152,29707,388,62,0,0.0177600272
864691265894097152,29707,389,62,0,0.0109718703
864691265894097152,29708,137,88,0,0.024547603
864691265894097152,29709,274,12,0,0.032591965
864691265894097152,29710,285,60,0,0.032042902
864691265894097152,29711,107,105,0,0.0227468386
864691265894097152,29712,449,76,0,0.0254229233
864691265894097152,29713,23,110,0,0.0221713558
864691265894097152,29714,44,71,0,0.0259348601
864691265894097152,29715,599,125,0,0.0223252624
864691265894097408,29716,271,58,0,0.0283422247
864691265894097408,29717,437,129,0,0.00518010231
864691265894097408,29717,438,129,0,0.0156848822
864691265894097408,29718,524,104,0,0.023149306
864691265894097408,29719,392,124,0,0.0207004845
864691265894097408,29720,52,74,0,0.0225535966
864691265894097408,29720,53,74,0,0.00471790088
864691265894097408,29721,392,121,0,0.0211771224
864691265894097408,29722,557,89,0,0.0232991055
864691265894097408,29722,558,89,0,0.00124926586
864691265894097408,29723,381,111,0,0.0224762112
864691265894097408,29724,500,105,0,0.022709107
864691265894097408,29725,407,110,0,0.0113837328
864691265894097408,29725,407,109,0,0.0107910959
864691265894097408,29726,494,71,0,0.0258972887
864691265894097664,29727,138,25,0,0.0326157399
864691265894097664,29728,281,66,0,0.0274868775
864691265894097664,29729,170,21,0,0.0317490697
864691265894097664,29730,93,122,0,0.0214672945
864691265894097664,29731,501,74,0,0.0272649005
864691265894097664,29732,165,36,0,0.0295898747
864691265894097664,29733,438,89,0,0.025250854
864691265894097664,29734,372,81,0,0.0257096346
864691265894097920,29735,131,57,0,0.0283643734
864691265894097920,29736,61,66,0,0.02917617
