geometry_id,hit_id,channel0,channel1,timestamp,value
864691265894088960,30346,510,116,0,0.00140417053
864691265894088960,30346,509,116,0,0.0215461291
864691265894088960,30347,493,105,0,0.023148207
864691265894088960,30348,84,107,0,0.0226893015
864691265894088960,30349,371,22,0,0.0118659893
864691265894088960,30349,370,22,0,0.0363709554
864691265894088960,30350,72,69,0,0.027880786
864691265894088960,30351,205,61,0,0.0278540924
864691265894088960,30352,512,108,0,0.0225704312
864691265894089216,30353,209,53,0,0.0295979138
864691265894089216,30354,472,107,0,0.0226726383
864691265894089216,30355,527,69,0,0.027870873
864691265894089216,30356,316,17,0,0.0327590331
864691265894089472,30357,369,109,0,0.0158832222
864691265894089472,30357,368,109,0,0.00614040159
864691265894089472,30358,156,123,0,0.0215289928
864691265894089472,30359,485,46,0,0.0163984671
864691265894089472,30359,484,46,0,0.0155950179
864691265894089472,30360,333,68,0,0.0278348867
864691265894089472,30361,213,92,0,0.024195049
864691265894089728,30362,423,106,0,0.0205515362
864691265894089728,30363,197,111,0,0.022619769
864691265894089728,30364,517,124,0,0.02154468
864691265894089728,30365,57,74,0,0.0255569592
864691265894089728,30366,465,85,0,0.0248029418
864691265894089984,30367,179,21,0,0.0323339291
864691265894089984,30368,577,112,0,0.0226117037
864691265894089984,30369,75,33,0,0.0305660404
864691265894089984,30370,341,4,0,0.0340788811
864691265894089984,30371,344,39,0,0.0286750384
864691265894089984,30372,305,127,0,0.0204835925
864691265894089984,30373,505,74,0,0.0255374648
864691265894089984,30374,41,78,0,0.0212118682
864691265894089984,30374,40,78,0,0.00425151736
864691265894089984,30375,202,105,0,0.0245218687
864691265894089984,30376,496,40,0,0.00682081282
864691265894089984,30376,496,39,0,0.0229968112
864691265894089984,30377,74,49,0,0.0282219108
864691265894090240,30378,306,17,0,0.0217144527
864691265894090240,30378,307,17,0,0.011200509
864691265894090240,30379,267,54,0,0.0300465934
864691265894090240,30380,251,96,0,0.0241986401
864691265894090240,30381,170,113,0,0.0219527278
864691265894090240,30382,480,78,0,0.0254655741
864691265894090496,30383,77,27,0,0.0326352492
864691265894090496,30384,257,62,0,0.0354440995
864691265894090496,30385,150,129,0,0.0211564731
864691265894090496,30386,433,59,0,0.0290413406
864691265894090496,30387,181,63,0,0.0272285827
864691265894090496,30388,549,113,0,0.0219506808
864691265894090496,30389,199,86,0,0.025593495
864691265894090496,30390,295,45,0,0.0297005828
864691265894090496,30391,271,12,0,0.0332569666
864691265894090496,30392,211,49,0,0.0298586227
864691265894090752,30393,180,122,0,0.0210982263
864691265894090752,30394,193,12,0,0.032709755
864691265894090752,30395,500,129,0,0.0211251769
864691265894090752,30396,166,91,0,0.0243981425
864691265894091008,30397,370,78,0,0.0259751119
864691265894091008,30398,157,79,0,0.0252893232
864691265894091008,30399,541,122,0,0.0210654829
864691265894091008,30400,183,106,0,0.0228418838
864691265894091008,30401,475,51,0,0.0168125108
864691265894091008,30401,476,51,0,0.0119634075
864691265894091264,30402,374,98,0,0.0239961799
864691265894091264,30403,572,107,0,0.0228488054
864691265894091264,30404,258,125,0,0.0216963571
864691265894091264,30405,359,84,0,0.0246477742
864691265894091520,30406,347,109,0,0.0234501567
864691265894091520,30407,115,14,0,0.0152129596
864691265894091520,30407,114,14,0,0.0184499286
864691265894091776,30408,278,22,0,0.0322229192
864691265894091776,30409,160,14,0,0.032131318
864691265894091776,30410,107,111,0,0.0226001646
