particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
144115190156230656,864691265894088960,309.30365,-1.99435818,-2948.5,-2.96596575,0.462497532,-0.0956008062,-4.50854063,4.53535652,0.000650728936,0.00031806092,0.000202367999,-0.000141456985,15
288230376655028224,864691265894088960,269.476532,36.0433311,-2948.5,18.1795559,1.16357243,0.236935526,-12.7369719,12.7929659,0.00058056612,0.000254180282,0.000244840689,-0.000186239864,12
468374361414303744,864691265894088960,268.822662,13.2275496,-2948.5,9.71141434,0.186421573,-0.0725022703,-2.24688625,2.26008558,0.000183255121,0.000441820273,0.000120648285,-0.000118950644,14
472877963960909824,864691265894088960,279.39389,21.3590031,-2948.5,2.10117888,0.14363122,-0.0731005445,-1.60802853,1.62210023,0.000387437321,-0.000490805134,0.00018472712,-0.000126573999,13
477381561205915648,864691265894088960,349.686096,32.5655746,-2948.5,26.2596531,0.731282353,0.172077507,-6.38008261,6.42567635,0.00044322983,0.000156122245,0.000265686278,-0.000209158577,14
288230376655028224,864691265894089216,269.202484,35.987545,-2945.5,18.1695061,1.16373312,0.237327799,-12.7371092,12.7931242,-0.000127192165,-0.000556597835,0.00013759821,-0.000158878887,11
387309569447034880,864691265894089216,272.56012,57.9552879,-2945.5,5.34510756,0.250721455,0.138456926,-3.09892774,3.11526299,-0.000515018415,-0.000595112098,6.26660985e-05,-0.000130139277,13
454863567632465920,864691265894089216,375.541321,66.5564728,-2945.5,4.89167452,0.0492168665,0.123177886,-0.908888936,0.929060817,0.000498584355,0.000311992335,0.00017708489,-0.000105265535,11
72104877601325056,864691265894089472,299.48114,80.7356949,-2948.5,0.849302471,0.0280267522,-0.0917853191,-0.576190412,0.600570738,0.000150185006,-0.000187685422,0.000147225626,-0.000105499421,12
261208782145585152,864691265894089472,363.35968,110.756584,-2948.5,10.9297724,0.115910277,0.153750494,-1.4113729,1.43126786,0.000311870448,0.000212425919,0.000189342521,-0.000138579097,12
36028800223412224,864691265894089728,253.154694,108.082291,-2945.5,5.59254503,0.320567966,0.0397503227,-3.46716213,3.48497295,-0.00108971575,0.000407215499,2.78604584e-05,-0.000123119549,12
72057595816312832,864691265894089728,291.555298,135.155701,-2945.5,0.490518272,0.737678885,0.237011775,-7.09284401,7.13640404,-0.000879036321,0.0008222498,0.000102745005,-0.000165573874,10
58546796313444352,864691265894089984,241.580811,136.691559,-2948.5,9.21238804,1.06265676,0.696128964,-13.9800978,14.0463772,0.00028760545,0.00156167045,0.000234344625,-0.000133994108,16
72057595614986240,864691265894089984,237.865204,150.683044,-2948.5,0.50583005,0.65224719,0.317378968,-7.52859402,7.5795517,0.000286426803,0.000562572153,0.000181619165,-0.000132166169,17
90071993151389696,864691265894089984,298.635162,156.263855,-2948.5,7.77340746,0.208747432,-0.00389542873,-1.67515337,1.75882053,-2.07046887e-05,-0.000132995337,0.000107185908,-0.000104244551,11
4536588767854592,864691265894090240,199.273407,144.370132,-2945.5,11.1763773,0.357205749,0.16774866,-4.55950975,4.57868385,-9.14749908e-05,9.63202838e-05,0.000115609444,-0.000118731004,15
54043196048539648,864691265894090240,262.118195,180.175568,-2945.5,13.0449076,0.170292392,0.233175501,-2.62833047,2.64782405,0.000179899638,0.000229789861,0.00016189515,-0.000128879299,13
72057595614986240,864691265894090240,237.605316,150.556534,-2945.5,0.495755404,0.652006686,0.316793144,-7.52879333,7.57970476,0.000164666941,0.000741633645,0.000199253933,-0.000152715264,16
171186266178584576,864691265894090240,210.878372,154.054581,-2945.5,12.7073078,0.167571038,0.215057269,-2.94061255,2.95652032,3.94484096e-06,0.000617046258,0.000163590259,-0.000117535943,14
180143985631690752,864691265894090240,283.259308,200.179077,-2945.5,9.70411301,0.512608409,0.232848763,-4.82326698,4.85802126,0.000122034384,-0.000356966077,0.000128322703,-0.000131622975,14
301741175084154880,864691265894090240,259.624115,184.670502,-2945.5,3.49280334,0.328188717,0.352183461,-4.14325857,4.17346525,0.000210582584,-0.000263270806,0.000129999491,-0.000134701986,16
301741175386144768,864691265894090240,286.068726,225.454849,-2945.5,3.67455745,0.117363237,-0.0464192368,-0.804515362,0.826228559,0.000232790931,0.000103233288,0.000540127978,-0.00049860077,13
67553994779656192,864691265894090496,205.289719,221.31636,-2948.5,8.90073299,0.242256522,0.125477046,-2.54062963,2.55904508,-1.04286337e-05,0.00019054045,0.000154676323,-0.000145200087,16
67553995299749888,864691265894090496,192.660721,167.684341,-2948.5,8.87268448,0.31453082,0.374198705,-5.46546268,5.4890542,8.65167822e-05,-6.60821534e-05,0.000129672015,-0.000128660991,15
