geometry_id,hit_id,channel0,channel1,timestamp,value,cluster_id,is_seed
864691265894088960,28172,524,72,0,0.0318087451,0,1
864691265894088960,28173,516,40,0,0.0293541867,1,1
864691265894088960,28174,350,107,0,0.0223508645,-1,0
864691265894088960,28175,435,102,0,0.0272602793,-1,0
864691265894089216,28176,46,88,0,0.0254801363,2,1
864691265894089216,28177,504,32,0,0.0333131887,138,0
864691265894089216,28178,73,113,0,0.0228709057,-1,0
864691265894089472,28179,468,87,0,0.0254811496,-1,0
864691265894089472,28180,450,113,0,0.0137422737,3,1
864691265894089472,28180,450,112,0,0.00912323687,3,0
864691265894089472,28181,314,51,0,0.0277937558,4,1
864691265894089472,28182,287,9,0,0.0328777246,5,1
864691265894089472,28183,179,125,0,0.0205541383,6,1
864691265894089472,28184,113,18,0,0.0317185372,7,1
864691265894089728,28185,348,52,0,0.0309767053,8,1
864691265894089728,28186,232,15,0,0.0320053138,-1,0
864691265894089728,28187,49,123,0,0.0207441468,-1,0
864691265894089728,28188,536,126,0,0.0205703843,388,0
864691265894089728,28189,301,111,0,0.00852236897,9,1
864691265894089728,28189,302,111,0,0.0129880141,9,1
864691265894089728,28190,337,116,0,0.0217864066,432,0
864691265894089984,28191,416,2,0,0.0335851684,5,1
864691265894089984,28192,410,122,0,0.0207411814,114,0
864691265894089984,28193,289,120,0,0.0247317813,-1,0
864691265894089984,28194,296,117,0,0.0218736231,10,1
864691265894089984,28195,262,9,0,0.0325507447,5,1
864691265894090240,28196,286,124,0,0.0206430722,11,1
864691265894090240,28197,413,117,0,0.00920322351,-1,0
864691265894090240,28197,412,117,0,0.0138631873,-1,0
864691265894090240,28198,358,107,0,0.0283804629,331,0
864691265894090240,28199,186,71,0,0.027249556,12,1
864691265894090496,28200,302,30,0,0.0304669067,13,1
864691265894090496,28201,318,19,0,0.0307728145,-1,0
864691265894090496,28202,101,101,0,0.00864117034,-1,0
864691265894090496,28202,101,100,0,0.0155164637,-1,0
864691265894090496,28203,295,78,0,0.0285972003,14,1
864691265894090496,28204,139,41,0,0.0365959369,-1,0
864691265894090752,28205,326,81,0,0.0257068537,15,1
864691265894090752,28206,151,111,0,0.0228721686,46,0
864691265894090752,28207,511,23,0,0.0309461839,35,0
864691265894090752,28208,502,101,0,0.0241905842,-1,0
864691265894090752,28209,496,51,0,0.0279221851,58,0
864691265894091008,28210,249,28,0,0.0315019041,5,1
864691265894091008,28211,368,113,0,0.021570364,-1,0
864691265894091008,28212,532,111,0,0.022868257,-1,0
864691265894091008,28213,405,2,0,0.00171885069,5,1
864691265894091008,28213,406,2,0,0.0321980827,5,1
864691265894091264,28214,310,60,0,0.0280196369,16,1
864691265894091264,28215,291,81,0,0.0254746117,14,1
864691265894091264,28216,411,48,0,0.014889841,17,0
864691265894091264,28216,412,48,0,0.0137973428,17,1
864691265894091520,28217,26,100,0,0.0288689062,-1,0
864691265894091520,28218,211,63,0,0.0273933727,5,1
864691265894091520,28219,357,104,0,0.0227885339,-1,0
864691265894091520,28219,358,104,0,0.00321136066,-1,0
864691265894091520,28220,221,56,0,0.0290905032,5,1
864691265894091520,28221,458,83,0,0.0261318386,345,0
864691265894091520,28222,391,77,0,0.0268425066,18,1
864691265894091520,28223,327,2,0,0.0105817085,5,1
864691265894091520,28223,326,2,0,0.0348920822,5,1
864691265894091776,28224,432,99,0,0.0289475899,19,1
864691265894091776,28225,401,1,0,0.0342062861,5,1
864691265894091776,28226,211,87,0,0.0258851182,20,1
864691265894092032,28227,304,88,0,0.0249254778,21,1
864691265894092032,28228,126,28,0,0.0320331082,577,0
864691265894092032,28229,39,101,0,0.0189376436,-1,0
864691265894092032,28229,38,101,0,0.0046236557,-1,0
864691265894092032,28230,460,60,0,0.0276992954,22,1
864691265894092032,28231,125,125,0,0.0205304902,-1,0
864691265894092032,28232,127,81,0,0.025798481,593,0
864691265894092288,28233,62,113,0,0.0226010848,-1,0
864691265894092288,28234,344,5,0,0.0341659784,5,1
864691265894092288,28235,58,56,0,0.0283111427,-1,0
864691265894092288,28236,439,101,0,0.0235578623,-1,0
864691265894092288,28237,389,102,0,0.0247594882,382,0
864691265894092288,28238,481,125,0,0.0205298755,23,1
864691265894092288,28239,561,81,0,0.025782302,24,1
864691265894092288,28240,449,2,0,0.0092507666,5,1
864691265894092288,28240,450,2,0,0.0311926007,5,1
864691265894092544,28241,441,112,0,0.0226008799,-1,0
864691265894092544,28242,368,63,0,0.0314746611,25,1
864691265894092544,28243,535,56,0,0.0283694938,-1,0
864691265894092544,28244,354,94,0,0.0238116812,-1,0
864691265894092544,28245,136,37,0,0.0368437506,-1,0
864691265894092800,28246,151,13,0,0.032968156,5,1
864691265894092800,28247,396,103,0,0.0307518039,-1,0
864691265894092800,28248,452,111,0,0.0218836199,26,1
864691265894092800,28249,26,96,0,0.0234501064,-1,0
864691265894093056,28250,433,45,0,0.0298231896,17,1
864691265894093056,28251,225,120,0,0.0296849236,-1,0
864691265894093056,28252,61,59,0,0.0272637196,27,1
864691265894093056,28253,435,95,0,0.0171221551,-1,0
