particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
54043195813658624,864691265894088960,289.255035,21.3570976,-2948.5,9.61269379,1.10700905,0.169048056,-11.6035423,11.6582899,0.000175330846,0.000238205088,0.000240966605,-0.000219728332,14
166720052429586432,864691265894088960,337.359802,2.94735599,-2948.5,16.8393173,0.297655106,-0.0982421935,-2.6347301,2.65697813,-6.2445165e-06,-4.0918123e-05,0.000135296883,-0.000133350171,13
301741176812208128,864691265894088960,318.394348,35.2138367,-2948.5,6.56749153,0.457944751,0.147835985,-4.43015242,4.45839643,-0.000682142156,0.00111669092,9.9485158e-05,-0.000131701672,13
310748378013106176,864691265894088960,319.710175,-1.50634253,-2948.5,8.69164085,1.39472437,0.0896494687,-12.2395077,12.3198347,0.00169198506,-0.00114700128,0.000310576463,-0.000125176113,12
441352763683635200,864691265894088960,346.789886,3.69408274,-2948.5,6.09831238,0.116803773,0.105176583,-1.20819473,1.22634399,-0.000164164274,8.38274573e-05,0.000161102289,-0.00016715152,9
22517998254292992,864691265894089216,341.564606,61.7169647,-2945.5,5.71700621,1.12804389,0.307323366,-9.7841959,9.85479069,7.96045133e-05,-0.000343613239,0.000114800714,-0.000115575625,11
58546796934201344,864691265894089216,343.570709,72.6016998,-2945.5,14.8616543,0.0708421245,0.12084873,-1.02026463,1.03925097,-0.000133193258,0.000213147738,0.000106606305,-8.89201765e-05,12
166720052446363648,864691265894089216,291.869904,56.2124367,-2945.5,16.8013554,0.652283072,0.216913596,-6.80063105,6.83670855,-0.00068807858,0.000723868725,0.000136688745,-0.000178577538,11
184647587305881600,864691265894089216,247.881699,49.7702103,-2945.5,4.98366117,0.157934874,-0.0505831502,-1.86403906,1.87659895,0.000321385945,-0.000521803217,0.000182783013,-0.000140343007,11
225205272367333376,864691265894089216,306.702301,42.8109665,-2945.5,17.7793388,0.446087956,-0.0365141332,-4.25902939,4.28475666,-0.00107924046,-3.49450929e-05,2.46948075e-05,-0.000136474991,15
283726776876662784,864691265894089216,368.759857,81.667778,-2945.5,7.77024603,0.609779,0.0186066516,-4.76557207,4.82975912,0.000998646021,0.000713205081,0.00028808543,-0.000155263595,11
54043196165980160,864691265894089472,360.469635,91.3268509,-2948.5,9.65061283,0.454042435,0.00128269324,-3.63696837,3.66785693,-0.000908113085,0.000367559493,-1.46520802e-06,-0.00011070435,9
184647587305881600,864691265894089472,248.136383,49.6878319,-2948.5,4.99373579,0.158206865,-0.0512576587,-1.86385632,1.87645853,-0.000548893178,0.000810864905,0.000110875742,-0.000178308503,12
319755574315057152,864691265894089472,266.885986,87.6951447,-2948.5,-0.352062285,0.0531844981,0.10434258,-1.12975466,1.14435184,0.00148512959,-0.000807925768,9.79090764e-05,-0.000100056153,11
477381562044776448,864691265894089472,324.641541,115.870956,-2948.5,16.8046799,0.080091536,-0.0809436366,-0.746754169,0.768171906,-0.000155470174,0.000685658481,3.90644273e-05,-0.000126121638,10
4503604106887168,864691265894089728,219.027267,114.62011,-2945.5,9.66389179,0.18192935,0.179037422,-2.93162632,2.94602537,-0.00101378874,-0.000969966175,-5.7885286e-06,-0.000115460891,8
58546795407474688,864691265894089728,270.99704,127.739563,-2945.5,14.9812746,0.0635030344,-0.0732953474,-0.669148862,0.6903947,0.000303814071,0.000368257257,7.60525072e-05,-8.46988114e-05,11
184725654980263936,864691265894089728,266.167053,128.691315,-2945.5,4.98354912,0.216854632,0.212474599,-2.80550981,2.82533813,0.00084675994,-0.000901645748,0.000116769821,-0.000118494514,14
4503604106887168,864691265894089984,219.212341,114.802383,-2948.5,9.67394733,0.180806279,0.17817843,-2.93163204,2.94590998,0.00105917966,-0.000340843428,0.000181679192,-0.000136193878,9
112589990734594048,864691265894090240,219.124878,183.953583,-2945.5,9.85148144,0.271490395,0.342116326,-4.40217113,4.42598438,-0.000106654414,2.22735816e-05,0.000133643567,-0.000137743802,11
135107989139881984,864691265894090240,272.467773,220.432419,-2945.5,8.4362936,0.281975836,0.363426298,-3.80028009,3.83056092,-0.000155845031,0.00132849626,0.000229623372,-0.000112999798,11
252201579803836416,864691265894090240,241.331116,176.19104,-2945.5,10.8084545,0.101628385,0.184520185,-2.00309014,2.07375646,-5.33611819e-05,-0.000345553388,8.97229475e-05,-0.000119999517,14
112589990734594048,864691265894090496,219.309784,184.186798,-2948.5,9.8615427,0.2712439,0.342249453,-4.40203714,4.42584658,-0.000978716998,-0.000998672331,-5.97219923e-06,-0.000131049994,12
184647584873185280,864691265894090496,222.627304,223.591354,-2948.5,5.04492092,0.399061948,0.266267776,-4.44762659,4.50058365,-0.000765876262,0.000408017862,5.1021445e-05,-9.41080216e-05,13
220676382965891072,864691265894090496,197.213196,170.794174,-2948.5,4.43268299,0.215960637,0.0842783973,-2.53087378,2.54529834,0.000119290424,-0.000549906865,0.00175474794,-0.00175282673,13
157625990682509312,864691265894090752,169.877197,233.176636,-2945.5,7.3269639,0.00789158978,0.168363675,-1.58267474,1.59773207,0.000179160546,-0.000429372914,9.87823223e-05,-0.000142147881,14
310885822419173376,864691265894090752,225.748489,244.014008,-2945.5,8.71056652,0.135481268,0.261800647,-2.41089535,2.43285656,0.000172957196,-0.00126037362,2.71502468e-05,-0.000152574808,13
405348157782753280,864691265894090752,168.294266,222.291901,-2945.5,12.2476349,0.0309115462,0.179523051,-1.86956453,1.8835963,0.000421596778,-0.000510784856,0.000114736387,-0.000155531583,11
157625990682509312,864691265894091008,169.892319,233.494995,-2948.5,7.3370657,0.00787987188,0.167943373,-1.58257592,1.59758985,0.0017072683,0.00094237033,0.000228539371,-0.000117703799,15
301741175503585280,864691265894091008,157.351547,260.165253,-2948.5,7.13165951,-0.0112596396,0.156203896,-1.41497016,1.50678027,0.000155471993,-0.000127165156,0.000110887835,-0.000118463133,10
360287970256748544,864691265894091008,168.285645,253.558243,-2948.5,13.2675924,0.360625178,0.712932169,-7.49221611,7.55085039,0.00041605701,-0.000145393715,0.000138842152,-0.000131608031,13
369295169964474368,864691265894091008,132.216522,223.697968,-2948.5,12.3681097,0.345346063,0.429214239,-6.07205057,6.09858751,-0.00042900379,-6.92964386e-06,0.000317642785,-0.0003410278,14
405348157782753280,864691265894091008,168.344406,222.579193,-2948.5,12.2577171,0.0311608855,0.179042324,-1.86944973,1.88344085,8.6307009e-05,1.95767116e-05,0.000132388857,-0.00012811413,12
4503599962914816,864691265894091264,152.638489,340.292419,-2945.5,9.77495193,0.154132083,0.0707404986,-1.20625651,1.22608948,-0.00150750927,-0.00155095605,-0.000195174551,-8.50557262e-05,11
4503602211061760,864691265894091264,170.080658,296.829254,-2945.5,9.68852806,0.383217931,0.460754573,-5.04207563,5.07948399,-0.000670611334,0.000658570556,0.000136552801,-0.00012631547,12
54043195947876352,864691265894091264,143.412964,278.983337,-2945.5,9.822299,0.190884605,0.163248867,-2.38865018,2.45203114,-0.00050064642,0.000560769986,0.000103865394,-0.000102705068,12
171136787299696640,864691265894091264,144.095703,284.910004,-2945.5,9.82515812,1.44638431,2.64548421,-27.3481731,27.518301,0.000214096886,0.000108529501,0.000165673337,-0.000142961275,14
369295169964474368,864691265894091264,132.045929,223.485886,-2945.5,12.3580589,0.344669402,0.428092778,-6.07230902,6.09872723,0.00054950983,0.00122374366,0.00025826192,-0.000140037038,13
450359963643019264,864691265894091264,119.463303,214.682251,-2945.5,11.2520962,0.0980838537,0.318890452,-4.04066181,4.05681372,-7.74401124e-05,4.56432499e-05,0.000134579866,-0.000132327448,14
58546795390697472,864691265894091520,94.999588,242.818039,-2948.5,14.7376766,0.105181135,0.49233678,-5.54569006,5.57024384,7.41152962e-06,-0.000118482007,0.000102648388,-0.000112527152,15
67553994913873920,864691265894091520,93.83992,266.758759,-2948.5,12.5422802,0.0179059841,0.297632039,-3.09151769,3.10899782,-0.000181538155,0.00165971497,0.000349189038,-0.00018892053,11
184679473965170688,864691265894091520,99.3739777,287.644958,-2948.5,4.99708748,-0.00304666697,0.270219326,-2.55013227,2.56820583,0.00017951605,2.81472285e-06,0.000113179965,-0.00011229395,12
301741177852395520,864691265894091520,94.252533,303.911133,-2948.5,6.58873224,-0.0317408517,0.222567737,-1.99141622,2.00892067,-0.000927114044,0.00074006943,0.000244047784,-0.000144921039,13
310748376989696000,864691265894091776,61.7891426,256.739319,-2945.5,8.67730141,0.124414474,0.195236087,-2.40734863,2.42247891,-5.46425781e-07,-0.000422532205,0.000121699268,-0.000154985639,12
477381562061553664,864691265894091776,81.4546127,305.9104,-2945.5,16.5882549,0.0749008432,0.639482379,-5.73765469,5.77535391,-3.31554074e-05,0.000198535898,0.000181905765,-0.000159161078,13
130604389361516544,864691265894092032,17.7403584,284.174042,-2948.5,10.8095131,0.132766902,0.744280338,-7.71048021,7.80406523,-0.000206800541,0.000121605182,0.000121098412,-0.000111563,17
207165583228141568,864691265894092032,42.1181717,377.304108,-2948.5,2.42942977,-0.0629547685,0.470194578,-3.61257815,3.64626479,8.88922877e-05,-0.000646515284,0.000130691376,-0.000214333981,15
216172783304966144,864691265894092032,49.3395195,325.574951,-2948.5,23.8462677,0.223796934,0.81895417,-7.66206884,7.71022367,-0.000913307129,0.000615236757,0.000166649465,-0.000126690502,15
333266372928733184,864691265894092032,32.8942146,354.854065,-2948.5,12.9031935,-0.0474093705,0.650962234,-5.48475122,5.52521276,-4.92363506e-05,0.000143141981,0.000159042887,-0.000140588643,12
333320253192863745,864691265894092032,17.5179462,253.941101,-2948.5,12.864892,0.0122479154,0.169581696,-2.00871849,2.01590133,0.000935527321,-0.000578204752,0.000142959951,-0.000185109835,0
436849165733986304,864691265894092032,57.4262314,333.315216,-2948.5,-4.15298891,0.0667646229,0.984937727,-8.42447186,8.48326397,-2.1235488e-05,0.000870147429,0.000258457992,-0.000155759481,12
4503603670679552,864691265894092288,8.57286358,328.620392,-2945.5,9.69445896,-0.0918414369,0.29415518,-2.65743995,2.6788857,0.000135846203,-0.000282005902,0.000127123916,-0.000161712742,13
130604389361516544,864691265894092288,17.688736,283.88446,-2945.5,10.7993851,0.132081077,0.744429469,-7.71070814,7.80429316,0.000512200757,-0.000118184027,0.000227833661,-0.000227688564,16
256705180454617088,864691265894092288,-18.1648254,310.338287,-2945.5,10.2817974,-0.126990318,0.61193037,-6.01023769,6.04425526,-0.00110147439,0.000329921575,0.000214873406,-0.000157009054,10
337769973881503744,864691265894092288,-13.4097891,395.425385,-2945.5,16.0632572,0.0738991201,1.37804127,-10.3844023,10.4766283,-0.000341008446,0.000129487846,0.000161711345,-0.000145654412,14
405323967469977600,864691265894092288,17.3020916,352.595459,-2945.5,12.2963133,0.112374894,0.144334197,-1.46435964,1.48232567,0.000308910443,-0.000475521112,9.81890917e-05,-0.000119775228,11
31525200193388544,864691265894092544,-35.4077759,312.965607,-2948.5,8.91187096,-0.113348641,0.171129718,-1.88309014,1.89937925,-0.000618131948,-0.000459078263,0.000162279888,-0.000165206206,12
130604389680283648,864691265894092544,-32.7491035,238.29744,-2948.5,10.7312574,-0.114053428,0.309828699,-3.98305106,3.99914718,-0.000391771551,7.28866435e-05,0.000138188305,-0.000120791796,15
