geometry_id,hit_id,channel0,channel1,timestamp,value
864691265894088960,34398,395,119,0,0.0156032955
864691265894088960,34398,394,119,0,0.00624417793
864691265894088960,34399,281,75,0,0.0269928779
864691265894088960,34400,148,73,0,0.0356803685
864691265894088960,34401,308,26,0,0.0310406983
864691265894088960,34402,354,87,0,0.0250687245
864691265894088960,34403,112,121,0,0.00243802532
864691265894088960,34403,113,121,0,0.0241296235
864691265894088960,34404,334,5,0,0.0333949737
864691265894088960,34405,536,104,0,0.0231178794
864691265894088960,34406,339,114,0,0.0218517706
864691265894089216,34407,411,22,0,0.0348042026
864691265894089216,34408,294,116,0,0.0224591941
864691265894089216,34409,474,121,0,0.0265231244
864691265894089216,34410,332,81,0,0.0277056023
864691265894089216,34410,331,81,0,0.00122388464
864691265894089472,34411,346,30,0,0.030843636
864691265894089472,34412,91,42,0,0.0315330625
864691265894089472,34413,354,72,0,0.0270042364
864691265894089472,34414,124,59,0,0.0280024577
864691265894089472,34415,113,60,0,0.0280202907
864691265894089472,34416,247,89,0,0.0240367427
864691265894089472,34417,365,80,0,0.0261959787
864691265894089728,34418,213,68,0,0.026545912
864691265894089728,34419,29,123,0,0.0213946942
864691265894089728,34420,474,51,0,0.0371945165
864691265894089984,34421,349,89,0,0.024767179
864691265894089984,34422,389,122,0,0.021368796
864691265894089984,34423,393,81,0,0.0252259932
864691265894089984,34424,158,104,0,0.0228784606
864691265894089984,34425,151,129,0,0.0207295585
864691265894089984,34426,154,34,0,0.0311160106
864691265894090240,34427,162,100,0,0.0230110679
864691265894090240,34428,189,116,0,0.0212397259
864691265894090240,34429,59,62,0,0.028086612
864691265894090240,34430,296,85,0,0.0246845074
864691265894090240,34431,551,104,0,0.022887079
864691265894090240,34432,502,129,0,0.0207496099
864691265894090496,34433,107,35,0,0.0392443314
864691265894090496,34434,562,100,0,0.0230248459
864691265894090496,34435,382,117,0,0.0199881475
864691265894090496,34435,381,117,0,0.00123707578
864691265894090496,34436,395,103,0,0.0231632832
864691265894090496,34437,234,88,0,0.0238885675
864691265894090496,34438,561,117,0,0.021228876
864691265894090496,34439,527,62,0,0.0280332249
864691265894090496,34440,281,78,0,0.0249865707
864691265894090752,34441,354,78,0,0.0262088943
864691265894090752,34442,336,109,0,0.0219189152
864691265894090752,34443,346,122,0,0.021310119
864691265894090752,34444,443,71,0,0.0267007034
864691265894090752,34445,111,9,0,0.00915258937
864691265894090752,34445,111,8,0,0.0229114965
864691265894090752,34446,366,97,0,0.0241916124
864691265894090752,34447,99,77,0,0.0263081137
864691265894090752,34448,359,98,0,0.00702123716
864691265894090752,34448,358,98,0,0.0161346421
